text,label,text_raw,text_classical,text_transformer,VideoID,VideoTitle,PublishedAt,CountryCode,CategoryID
"this guy is not smart, he paid for 3 juices just for one to drop. He could have just hit the machine then it would drop.",Negative,"this guy is not smart, he paid for 3 juices just for one to drop. He could have just hit the machine then it would drop.",this guy is not smart he paid for juices just for one to drop he could have just hit the machine then it would drop,"this guy is not smart, he paid for 3 juices just for one to drop. He could have just hit the machine then it would drop.",xIBKrWC2mpw,Outsmarting the Vending Machine 😂 🙌,2025-01-14 01:35:37,IE,24
this old man had a good sense of humor..lol,Neutral,this old man had a good sense of humor..lol,this old man had good sense of humor lol,this old man had a good sense of humor..lol,D_6OfAZDdw8,US President Joe Biden announces plan to withstand climate change – BBC News - BBC News,2022-07-21 12:36:00,GB,25
"I've transitioned to using Svelte for development, rendering TypeScript unnecessary for my workflow. Nevertheless, thank you, Mr. Shaun Pelling, for creating this series, it's very helpful for those still hooked on Reactjs. Let the Reactjs dependents embrace TypeScript!!!",Neutral,"I've transitioned to using Svelte for development, rendering TypeScript unnecessary for my workflow. Nevertheless, thank you, Mr. Shaun Pelling, for creating this series, it's very helpful for those still hooked on Reactjs. Let the Reactjs dependents embrace TypeScript!!!",ve transitioned to using svelte for development rendering typescript unnecessary for my workflow nevertheless thank you mr shaun pelling for creating this series it very helpful for those still hooked on reactjs let the reactjs dependents embrace typescript,"I've transitioned to using Svelte for development, rendering TypeScript unnecessary for my workflow. Nevertheless, thank you, Mr. Shaun Pelling, for creating this series, it's very helpful for those still hooked on Reactjs. Let the Reactjs dependents embrace TypeScript!!!",iTZ1-85I77c,TypeScript Tutorial #2 - Compiling TypeScript,2025-02-05 10:48:44,GB,27
how can i download dataset can u plz someone send me link in comment section for dataser for preprocessing,Neutral,how can i download dataset can u plz someone send me link in comment section for dataser for preprocessing,how can download dataset can plz someone send me link in comment section for dataser for preprocessing,how can i download dataset can u plz someone send me link in comment section for dataser for preprocessing,O0Ka_nBRtN0,Machine Learning Full Course with Practical (6 Hours) | Become a Machine Learning Engineer in 2023 🔥,2023-01-30 08:30:33,IN,27
Australian government should borrow this ad from Kiwis,Positive,Australian government should borrow this ad from Kiwis,australian government should borrow this ad from kiwis,Australian government should borrow this ad from Kiwis,f29mh5ntlw4,‘Porn stars’ deployed in New Zealand government’s online safety campaign,2020-06-23 16:41:06,GB,25
Its like watching the Hunger Games. Care packages being sent in by the supporter's and everyone standing about watching this on TV.,Neutral,Its like watching the Hunger Games. Care packages being sent in by the supporter's and everyone standing about watching this on TV.,its like watching the hunger games care packages being sent in by the supporter and everyone standing about watching this on tv,Its like watching the Hunger Games. Care packages being sent in by the supporter's and everyone standing about watching this on TV.,OZH-9Vylg6E,Retired general: This key town needs to be on everyone's mind right now,2022-04-13 20:41:19,US,25
Parliament has already not been fully functioning for months. It is not right or just that citizens have to wait on a political party to get their act together before we have a full representation.,Negative,Parliament has already not been fully functioning for months. It is not right or just that citizens have to wait on a political party to get their act together before we have a full representation.,parliament has already not been fully functioning for months it is not right or just that citizens have to wait on political party to get their act together before we have full representation,Parliament has already not been fully functioning for months. It is not right or just that citizens have to wait on a political party to get their act together before we have a full representation.,QIvvZ7DapBU,BREAKING! Prorogation Illegal! What This Means For Trudeau!,2025-01-07 13:52:19,CA,25
"Keira is a Jack of all trades, a beautiful blend of both Judy and Benji. She will go on to do amazing things in life I'm sure and omg she is getting so tall face with open mouth .",Positive,"Keira is a Jack of all trades, a beautiful blend of both Judy and Benji. She will go on to do amazing things in life I'm sure and omg she is getting so tall 😮.",keira is jack of all trades beautiful blend of both judy and benji she will go on to do amazing things in life sure and omg she is getting so tall face with open mouth,"Keira is a Jack of all trades, a beautiful blend of both Judy and Benji. She will go on to do amazing things in life I'm sure and omg she is getting so tall face with open mouth .",04FbheWTgWU,AMAZING NEWS! - @itsJudysLife,2025-01-09 20:17:05,CA,22
"Thank you so much sir for this course.It is very helpful for me . Your voice is very nice and very easy to understand. whatever I was looking for , got here.The big thing is that There is no any advertize here and because of this our attention is not distracted. folded hands folded hands folded hands",Positive,"Thank you so much sir for this course.It is very helpful for me . Your voice is very nice and very easy to understand. whatever I was looking for , got here.The big thing is that There is no any advertize here and because of this our attention is not distracted.🙏🙏🙏",thank you so much sir for this course it is very helpful for me your voice is very nice and very easy to understand whatever was looking for got here the big thing is that there is no any advertize here and because of this our attention is not distracted folded hands folded hands folded hands,"Thank you so much sir for this course.It is very helpful for me . Your voice is very nice and very easy to understand. whatever I was looking for , got here.The big thing is that There is no any advertize here and because of this our attention is not distracted. folded hands folded hands folded hands",C5cnZ-gZy2I,Learn ASP.NET Core 3.1 - Full Course for Beginners [Tutorial],2020-11-24 15:10:30,US,27
Thank goodness for his kind heart red heart red heart red heart,Positive,Thank goodness for his kind heart ❤❤❤,thank goodness for his kind heart red heart red heart red heart,Thank goodness for his kind heart red heart red heart red heart,bCfeaNTTl2g,A big umbrella for the old man selling vegetables,2025-01-07 09:24:34,US,26
Rather than run button we can press shift+enter for output,Neutral,Rather than run button we can press shift+enter for output,rather than run button we can press shift enter for output,Rather than run button we can press shift+enter for output,7eh4d6sabA0,Python Machine Learning Tutorial (Data Science),2020-09-18 10:49:38,AU,27
Really helpful thanku sir red heart,Positive,Really helpful thanku sir❤️,really helpful thanku sir red heart,Really helpful thanku sir red heart,xIApzP4mWyA,Laravel 8 Full Course for Beginners - Learn Laravel PHP Framework in 7 Hours,2022-10-09 15:57:36,IN,27
"The statement: ""a cross product is the product of vectors which are on the same plane"" is not entirely accurate. Any two non-collinear vectors define a plane, while two collinear vectors define a line which is always part of a plane. Therefore, any two vectors always exist on the same plane. Apologies, this is just my math nerd side taking over...",Negative,"The statement: ""a cross product is the product of vectors which are on the same plane"" is not entirely accurate. Any two non-collinear vectors define a plane, while two collinear vectors define a line which is always part of a plane. Therefore, any two vectors always exist on the same plane. Apologies, this is just my math nerd side taking over...",the statement cross product is the product of vectors which are on the same plane is not entirely accurate any two non collinear vectors define plane while two collinear vectors define line which is always part of plane therefore any two vectors always exist on the same plane apologies this is just my math nerd side taking over,"The statement: ""a cross product is the product of vectors which are on the same plane"" is not entirely accurate. Any two non-collinear vectors define a plane, while two collinear vectors define a line which is always part of a plane. Therefore, any two vectors always exist on the same plane. Apologies, this is just my math nerd side taking over...",YNyULRrydVI,Coding Challenge #148: Gift Wrapping Algorithm (Convex Hull),2025-02-02 13:44:31,US,27
